facility_id,facility_name,lga_name,suburb,postcode,full_address,latitude,longitude,sport,court_count,surface_type,indoor_outdoor,age_of_facility,condition_of_facility,condition_score,source_file,source_sheet,source_notes
HUMECI11731,Boardman Stadium,Hume City Council,Sunbury,3429,"Wilsons Lane, SUNBURY 3429",-37.582257,144.693558,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11734,Broadmeadows Basketball Stadium,Hume City Council,Broadmeadows,3047,"40 Dimboola Road, BROADMEADOWS 3047",-37.680726,144.914566,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11736,Broadmeadows Leisure Centre,Hume City Council,Broadmeadows,3047,"Dimboola Road, BROADMEADOWS 3047",-37.681087,144.915043,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11744,Craigieburn Leisure Centre,Hume City Council,Craigieburn,3064,"127-147 Craigieburn Road, CRAIGIEBURN 3064",-37.59906,144.934474,Basketball,5,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11761,Greenvale Recreation Centre,Hume City Council,Greenvale,3059,"27 Barrymore Road, GREENVALE 3059",-37.650308,144.892755,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11774,Meadow Heights Community Centre,Hume City Council,Meadow Heights,3047,"15-29 Buchan Street, MEADOW HEIGHTS 3047",-37.655,144.922,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11778,Progress Reserve,Hume City Council,Coolaroo,3064,"27-59 Almurta Avenue, COOLAROO 3064",-37.660356,144.932832,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
HUMECI11785,Sunbury Recreation Reserve,Hume City Council,Sunbury,3429,"Riddell Road, SUNBURY 3429",-37.57351,144.722593,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KINGST10925,Chelsea Basketball Stadium,Kingston City Council,Carrum,3197,"Cannes Avenue, CARRUM 3197",-38.061687,145.129178,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KINGST10971,Mordialloc Community Centre,Kingston City Council,Mordialloc,3195,"Warren Road, MORDIALLOC 3195",-37.991215,145.091893,Basketball,,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8542,Bayswater Indoor Soccer Centre,Knox City Council,Bayswater,3153,"13 Burton Court, BAYSWATER 3153",-37.845958,145.271516,Basketball,2,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8553,Carrington Park Leisure Centre,Knox City Council,Knoxfield,3180,"20 O'Connor Road, KNOXFIELD 3180",-37.895309,145.242961,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8574,Goodlife Health Clubs,Knox City Council,Wantirna,3152,"141 Mountain Highway, WANTIRNA 3152",-37.854284,145.217179,Basketball,,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8581,Knox Basketball Stadium,Knox City Council,Boronia,3155,"Park Crescent, BORONIA 3155",-37.864488,145.283504,Basketball,6,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8591,Lakesfield Reserve,Knox City Council,Lysterfield,3156,"Lakesfield Drive, LYSTERFIELD 3156",-37.912384,145.278083,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8594,Liberty Avenue Reserve,Knox City Council,Rowville,3178,"Liberty Avenue, ROWVILLE 3178",-37.93122,145.242051,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
KNOXCI8606,Rowville Community Centre,Knox City Council,Rowville,3178,"20 Fulham Road, ROWVILLE 3178",-37.919609,145.239588,Basketball,2,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LATROB11408,Glendonald Park,LaTrobe City Council,Churchill,3842,"Amaroo Drive, CHURCHILL 3842",-38.319457,146.423086,Basketball,1,Asphalt,Outdoor,6 - 10 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LATROB11397,Latrobe Leisure Churchill,LaTrobe City Council,Churchill,3842,"McDonald Way, CHURCHILL 3842",-38.31122,146.424084,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LATROB11420,Latrobe Leisure Moe/Newborough,LaTrobe City Council,Newborough,3825,"Southwell avenue, NEWBOROUGH 3825",-38.177475,146.293345,Basketball,4,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LATROB11421,Latrobe Leisure Morwell,LaTrobe City Council,Morwell,3840,"McDonald street, MORWELL 3840",-38.23386,146.405648,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LATROB11456,Traralgon Sports Stadium,LaTrobe City Council,Traralgon,3844,"Catterick Cresent, TRARALGON 3844",-38.200021,146.517852,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
LODDON12609,Pyramid Hill College Stadium,Loddon Shire Council,Pyramid Hills,3575,"Kelly Street, PYRAMID HILLS 3575",-36.048731,144.11324,Basketball,1,Wooden Gymnasium,Indoor,6 - 10 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10915,Buffalo Sports Stadium - Woodend,Macedon Ranges Shire Council,Woodend,3442,"1-29 Forest Street, WOODEND 3442",-37.35326,144.521575,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10916,Bullengarook Recreation Reserve,Macedon Ranges Shire Council,Bullengarook,3437,"683 Bacchus Marsh Road, BULLENGAROOK 3437",-37.484892,144.51989,Basketball,1,Asphalt,Outdoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10934,Kyneton Toyota Sports and Aquatic Centre,Macedon Ranges Shire Council,Kyneton,3444,"4 Victoria Street, KYNETON 3444",-37.248,144.4585,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10939,Macedon Community Centre,Macedon Ranges Shire Council,Macedon,3440,"Waterfalls Road, MACEDON 3440",-37.417427,144.573248,Basketball,1,Wooden Flooring,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10943,Riddells Creek Leisure Centre,Macedon Ranges Shire Council,Riddells Creek,3431,"Sutherlands Road, RIDDELLS CREEK 3431",-37.4621,144.683697,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10947,Romsey Recreation Centre,Macedon Ranges Shire Council,Romsey,3434,"Park Lane, ROMSEY 3434",-37.354001,144.749608,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MACEDO10954,Woodend Racecourse Reserve,Macedon Ranges Shire Council,Woodend,3442,"1-29 Forest Street, WOODEND 3442",-37.352449,144.520671,Basketball,2,Synthetic,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN10996,Domeney Reserve,Manningham City Council,Park Orchards,3114,"Knees Road, PARK ORCHARDS 3114",-37.774361,145.218816,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN10997,Doncaster Badminton Centre,Manningham City Council,Doncaster,3108,"Hummel Way, DONCASTER 3108",-37.78571,145.131872,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN10999,Doncaster Leeds Street Sports Centre,Manningham City Council,East Doncaster,3109,"Leeds Street, EAST DONCASTER 3109",-37.788628,145.151316,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11002,Donvale Reserve,Manningham City Council,Donvale,3111,"Mitcham Road, DONVALE 3111",-37.79443,145.175822,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11014,Manningham Donvale Indoor Sports Centre,Manningham City Council,Springvale,3171,"360 Springvale Road, SPRINGVALE 3171",-37.799435,145.177737,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11018,Park Orchards Community Centre,Manningham City Council,Park Orchards,3114,"Bowmore Avenue, PARK ORCHARDS 3114",-37.778933,145.215429,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11027,Templestowe Heights Primary School,Manningham City Council,Templestowe,3106,"High Street, TEMPLESTOWE 3106",-37.766629,145.120015,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11028,Templestowe Leisure Centre,Manningham City Council,Templestowe,3106,"1 Anderson Street, TEMPLESTOWE 3106",-37.758454,145.128607,Basketball,2,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANNIN11030,The Veneto Club,Manningham City Council,Bulleen,3105,"191 Bulleen Road, BULLEEN 3105",-37.772202,145.077675,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MANSFI11082,Mansfield Sporting Complex,Mansfield Shire Council,Mansfield,3722,"Highett Street, MANSFIELD 3722",-37.054086,146.085921,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,1. Very Poor,1.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8456,Footscray Nicholson Recreation Centre (Vic Uni),Maribyrnong City Council,Footscray,3011,"Buckley Street, FOOTSCRAY 3011",-37.804628,144.898151,Basketball,1,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8458,Footscray Park Aquatic and Fitness Centre (Vic Uni),Maribyrnong City Council,Footscray,3011,"Ballarat Road, FOOTSCRAY 3011",-37.792875,144.898001,Basketball,3,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8479,RecWest Braybrook,Maribyrnong City Council,Braybrook,3019,"Lily Street, BRAYBROOK 3019",-37.78359,144.848733,Basketball,4,,Unknown,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8480,RecWest Footscray,Maribyrnong City Council,Footscray,3011,"Market Street, FOOTSCRAY 3011",-37.795598,144.879866,Basketball,1,,Unknown,51 Years +,2. Poor,2.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8482,Rogers Reserve,Maribyrnong City Council,Maidstone,3012,"Burns Street, MAIDSTONE 3012",-37.787789,144.873512,Basketball,1,Asphalt,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8485,Skinner Reserve,Maribyrnong City Council,Braybrook,3019,"Churchill Avenue, BRAYBROOK 3019",-37.787315,144.855322,Basketball,1,Synthetic,Outdoor,6 - 10 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MARIBY8488,Whitten Oval,Maribyrnong City Council,West Footscray,3012,"417 Barkly Street, WEST FOOTSCRAY 3012",-37.799971,144.886788,Basketball,4,,Unknown,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MAROON11027,John Frost Stadium,Maroondah City Council,Croydon South,3136,"Eastfield Road, CROYDON SOUTH 3136",-37.809887,145.267566,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MAROON11030,Maroondah Indoor Sports Centre,Maroondah City Council,Ringwood,3134,"362-378 Canterbury Road, RINGWOOD 3134",-37.8332,145.221599,Basketball,4,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELBOU10988,Carlton Baths Community Centre,Melbourne City Council,Carlton,,"248 Rathdowne Street, CARLTON",-37.792875,144.969005,Basketball,,Wooden Gymnasium,Indoor,51 Years +,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELBOU11008,Kensington Community Recreation Centre,Melbourne City Council,Kensington,,"Altona Street, KENSINGTON",-37.796187,144.924603,Basketball,1,Wooden Gymnasium,Indoor,26 - 50 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELBOU11020,North Melbourne Community Centre,Melbourne City Council,North Melbourne,,"53 Buncle Street, NORTH MELBOURNE",-37.793231,144.939922,Basketball,,Wooden Gymnasium,Indoor,26 - 50 Years,1. Very Poor,1.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELBOU11022,North Melbourne Recreation Centre,Melbourne City Council,North Melbourne,,"206 Arden Street, NORTH MELBOURNE",-37.799291,144.941973,Basketball,1,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELBOU11027,State Netball & Hockey Centre,Melbourne City Council,Parkville,,"Brens Drive, PARKVILLE",-37.783169,144.949402,Basketball,1,Wooden Gymnasium,Indoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELTON9047,Arnolds Creek Recreation Reserve,Melton Shire Council,Melton,3337,"Claret Ash Boulevard, MELTON 3337",-37.667209,144.546475,Basketball,2,Synthetic,Outdoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELTON9048,Banchory Avenue Tennis Court,Melton Shire Council,Hillside,3037,"Banchory Avenue, HILLSIDE 3037",-37.688411,144.74898,Basketball,1,Asphalt,Outdoor,6 - 10 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELTON9054,Caroline Springs Leisure Centre,Melton Shire Council,Caroline Springs,3023,"9-19 The Parade, CAROLINE SPRINGS 3023",-37.732588,144.73988,Basketball,3,Wooden Gymnasium,Indoor,0 - 5 Years,5. Very Good,5.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELTON10915,Eynesbury Tennis Centre,Melton Shire Council,Eynesbury,3338,"Eynesbury Road, EYNESBURY 3338",-37.76724,144.562905,Basketball,1,Synthetic,Outdoor,,,,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MELTON9070,Melton Indoor Recreation Centre,Melton Shire Council,Melton,3337,"Coburns Road, MELTON 3337",-37.681499,144.567827,Basketball,3,Wooden Gymnasium,Indoor,26 - 50 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MILDUR9107,Irymple Community Leisure Centre,Mildura Rural City Council,Irymple,3498,"Karadoc Avenue, IRYMPLE 3498",-34.233455,142.164334,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MILDUR9117,Mildura Basketball Stadium,Mildura Rural City Council,Mildura,3500,"King Avenue, MILDURA 3500",-34.190606,142.169868,Basketball,4,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MILDUR9126,Murrayville Recreation Reserve,Mildura Rural City Council,Murrayville,3512,"Recreation Reserve Road, MURRAYVILLE 3512",-35.258747,141.183848,Basketball,2,Synthetic,Outdoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MILDUR9130,Ouyen Community Centre,Mildura Rural City Council,Ouyen,3490,"14 Matheson Street, OUYEN 3490",-35.065365,142.322408,Basketball,1,Wooden Gymnasium,Indoor,11 - 25 Years,4. Good,4.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
MITCHE11169,Broadford Leisure Centre,Mitchell Shire Council,Broadford,3658,"Mollison Street, BROADFORD 3658",-37.201799,145.039619,Basketball,2,Wooden Gymnasium,Indoor,11 - 25 Years,3. Average,3.0,Sport and Recreational Facilities List - Victoria.xlsx,wholeIFMD,Filtered rows where Sports Played is Basketball. Exact duplicate sport rows removed; repeated facility IDs combined into one venue record. court_count sums distinct basketball surface/court rows for a venue where court count is available.
